cnpj_basico;razao_social;natureza_juridica;qualificacao_responsavel;capital_social;porte_empresa;ente_federativo_responsavel
62051895;AGROPECUARIA TATURACEM LTDA;2062;49;2851000.0;03;
62054293;MASIGUIMAS ADMINISTRADORA DE BENS LTDA;2062;49;2450000.0;03;
62056948;NHS PARTICIPACOES LTDA;2062;49;2530890.0;03;
62058640;AVVA HOUSE LTDA;2062;49;8000000.0;03;
62059056;ARTRE INCORPORADORA LTDA;2062;49;3000000.0;03;
62062371;MASTROCOLA AGROPECUARIA LTDA;2062;49;2486000.0;03;
62064127;DELTA LOCACAO DE IMOVEIS LTDA;2062;49;2095000.0;03;
62069793;FSL AURUM LTDA;2062;49;5000000.0;03;
62071138;ALLEGRO PATRIMONIAL E EMPREENDIMENTOS LTDA;2062;49;2524521.0;03;
62071341;RV GROUP LTDA;2062;49;7650001.0;03;
62071872;GIONGO & FREITAS PARTICIPACOES E EMPREENDIMENTOS LTDA;2062;49;12000000.0;03;
62072825;AGRICOLA HORIZONTE DOURADO LTDA;2062;49;10040000.0;03;
62078995;HAUEIHOME CONCEITO IMOBILIARIO LTDA;2062;49;7000000.0;03;
62079194;GBMC PARTICIPACOES E GESTAO LTDA;2062;49;15150000.0;03;
62079287;JTJ GESTAO DE NEGOCIOS LTDA;2062;49;4010000.0;03;
62082152;PX IMOVEIS LIMITADA;2062;49;7910000.0;03;
62082240;24K HOLDING LTDA;2062;49;2100000.0;03;
62082284;ALGARVE PAES E DOCES LTDA;2062;49;2450000.0;03;
62083765;GROUP M1 LTDA;2062;49;7000000.0;03;
62084425;LILS PATRIMONIAL LTDA;2062;49;3000000.0;03;
62084650;SANTIAGO DOS SANTOS PARTICIPACOES SOCIETARIAS LTDA;2062;49;6282720.0;03;
62085992;MULLER FONTES GESTAO EMPRESARIAL LTDA;2062;49;3000000.0;03;
62092239;MIDORI IWATA GESTAO DE ATIVOS LTDA;2062;49;4450000.0;03;
62094317;BITELO ATACADISTA LTDA;2062;49;6835899.0;03;
62100884;JMS EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;3748219.25;03;
62101183;VIACAO CIDADE DA FE LTDA;2062;49;2750000.0;03;
62104099;BOM G AGROPECUARIA E PARTICIPACOES LTDA;2062;49;5000000.0;03;
62108120;QASHPAY SERVICOS FINANCEIROS LTDA;2062;49;5000000.0;03;
62108269;DSN ENGENHARIA LTDA.;2062;49;10000000.0;03;
62108310;RUSHPAY SERVICOS FINANCEIROS LTDA;2062;49;5000000.0;03;
62113856;FVF GESTAO PATRIMONIAL LTDA;2062;49;3300000.0;03;
62118920;RAZERA E MIKI COMERCIAL LTDA;2062;49;5050000.0;03;
62119519;ABBA EMPREENDIMENTOS LTDA;2062;49;2500000.0;03;
62120619;R&R DALPRA IMOVEIS E LOCACAO LTDA;2062;49;2800000.0;03;
62121409;RSO ADMINISTRADORA E GESTAO LTDA;2062;49;3000000.0;03;
62122311;LPR GESTAO PATRIMONIAL LTDA;2062;05;5884000.0;03;
62124293;MALEMAR HOLDING PARTICIPACOES LTDA;2062;49;4900000.0;03;
62124444;ALC INVESTIMENTOS E PARTICIPACOES LTDA;2062;49;3400000.0;03;
62128239;ATB CONSULTORIA E INCORPORACAO IMOBILIARIA LTDA;2062;05;5000000.0;03;
62129482;FS4 PATRIMONIAL LTDA;2062;49;2660000.0;03;
62132507;LM GESTAO RURAL LTDA.;2062;49;4000000.0;03;
62134833;ALIANCA PARTICIPACOES LTDA;2062;49;3000000.0;03;
62139978;AGROPECUARIA VITRINE DO VALE LTDA;2062;49;10000000.0;03;
62140402;A. CABRAL E CIA LTDA;2062;49;8763780.0;03;
62146283;AGROPECUARIA VRM LTDA;2062;49;4742000.0;03;
62148664;LAC HOLDING ADMINISTRACAO LTDA;2062;49;3200000.0;03;
62155652;FORMULA BITS INVESTIMENTOS E EMPREENDIMENTOS LTDA;2062;49;30000000.0;03;
62167111;ELISI BENS FAMILIARES LTDA;2062;49;2640860.94;03;
62167593;SOUSA LACERDA EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;2600000.0;03;
62168569;JR PRIME LTDA;2062;49;8875902.0;03;
62175421;MONTEGO EMPREENDIMENTOS LTDA;2062;49;5900000.0;03;
62178115;GLORIA PARTICIPACOES LTDA;2062;49;13169375.0;03;
62182906;MAJESTIC HOME CLUB SPE LTDA;2062;49;20000000.0;03;
62183577;ALTO VR AGRO LTDA;2062;49;12031744.0;03;
62191603;ORIENTAL INNOVA LTDA;2062;49;18001000.0;03;
62193454;DIAN AGROPECUARIA LTDA;2062;49;3710000.0;03;
62196760;MARSCHNER ADMINISTRADORA DE BENS LTDA.;2062;49;3014077.0;03;
62199120;EMILIA DOLCI LOCACAO E ADMINISTRACAO DE BENS LTDA;2062;05;4376000.0;03;
62199514;FV2 GESTORA DE BENS LTDA;2062;49;3207926.0;03;
62206197;PROSPERA PARTICIPACOES E INVESTIMENTOS IMOBILIARIOS LTDA;2062;49;5000000.0;03;
62208249;PASSOS ADMINISTRACAO DE BENS LTDA;2062;49;2782304.36;03;
62209909;R&L HOLDING PATRIMONIAL E INVESTIMENTOS LTDA;2062;49;2954000.0;03;
62213919;MERCA PARTICIPACOES LTDA;2062;49;4100000.0;03;
62217957;PREVENIR SAUDE HOME CARE LTDA;2062;49;2500000.0;03;
62220319;CONDADO ALTOS DA MANTIQUEIRA SPE LTDA;2062;49;7200000.0;03;
62221463;SCHROETER TRANSPORTES LTDA;2062;49;12241000.0;03;
62221582;BAF SERVICOS TERCEIRIZADOS LTDA;2062;49;2500000.0;03;
62221987;DOMINIUM ESTRATEGIA E ANALISE LTDA;2062;49;7200000.0;03;
62222637;ELITE COMERCIO DE MAQUINAS LTDA;2062;49;3941618.0;03;
62222776;NELLA PARTNERS LTDA;2062;05;5000000.0;03;
62224372;JB11 PATRIMONIAL S/S LTDA;2240;49;7135678.0;03;
62227629;ALB AGROPECUARIA LTDA;2062;49;17660000.0;03;
62228003;M SUEL F DE SOUZA SITIO 2M;2135;50;50000000.0;03;
62229657;GALLO VELHO AGROPASTORIL LTDA;2062;49;4500000.0;03;
62233323;GL BARRETO GESTAO E NEGOCIO LTDA;2062;49;4120000.0;03;
62235502;COMEPLA INDUSTRIA E COMERCIO LIMITADA;2062;49;2100000.0;03;
62240199;DUBETO TAXI AEREO LTDA;2062;49;17000000.0;03;
62241505;RRM CONSTRUTORA E INCORPORADORA LTDA;2062;49;5000000.0;03;
62242123;TOCHETTO ADMINISTRACAO DE IMOVEIS LTDA;2062;49;15238630.0;03;
62243327;OPN CONSULTORIA LTDA;2062;49;2525000.0;03;
62245731;MORAIS VIEIRA HOLDING FAMILIAR LTDA;2062;49;17720000.0;03;
62246805;LFR SOLUCOES DIGITAIS LTDA;2062;49;8788500.0;03;
62248838;PETRONOR LTDA;2062;49;4500000.0;03;
62250487;VERO CASH SERVICOS FINANCEIROS LTDA;2062;49;4000000.0;03;
62252837;TREVO COMERCIO E EMPREENDIMENTOS LTDA;2062;49;5000000.0;03;
62253500;G H AGRONEGOCIOS E PECUARIA LTDA;2062;49;3600000.0;03;
62262191;ROUPAS PROFISSIONAIS HERCOR LTDA;2062;49;2800000.0;03;
62265758;ID EMPREENDIMENTOS LTDA;2062;49;3100000.0;03;
62269607;AZEVEDO AGROPECUARIA E PARTICIPACOES LTDA;2062;49;20730000.0;03;
62271000;LIRA LOG  TRANSPORTES RODOVIARIOS LTDA;2062;49;3000000.0;03;
62275019;RIZELLO & SONS HOLDING PATRIMONIAL LTDA;2062;49;2500000.0;03;
62283438;CONSTRUTORA VERTICE ENGENHARIA, PROJETOS & OBRAS LTDA;2062;49;3000000.0;03;
62284905;BPR CONSTRUTORA LTDA;2062;49;3000000.0;03;
62286760;SAMSUNG C & T DO BRASIL LTDA.;2062;49;2070506.76;03;
62287759;SANTINI E BORGES PARTICIPACOES LTDA;2062;49;5000000.0;03;
62288457;SPE PARQUE MARIO COVAS CONSTRUTORA LTDA;2062;49;5000000.0;03;
62289259;TESLA NIOBIO BR LTDA;2062;49;5000000.0;03;
62289509;AJA ENGENHARIA E CONSTRUCOES LTDA;2062;49;3000000.0;03;
62289772;RO EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;11356094.0;03;
62291157;AGROPECUARIA SONEGO LTDA;2062;49;3359293.0;03;
62291793;BRASIL ACUCAREIRA LTDA;2062;49;100000000.0;03;
62294947;ROSEMAK MAQUINAS E SERVICOS LTDA;2062;49;2600000.0;03;
62299509;RBX PARTICIPACOES LTDA;2062;49;5000000.0;03;
62299646;EMPRESA DE PARTICIPACAO LEITE REIS LTDA;2062;49;9743968.0;03;
62299993;SEPULVEDA E SEPULVEDA EMPREENDIMENTOS LTDA;2062;49;3485448.0;03;
62308033;DIEGO A R DE MELO TEXANA DISTRIBUIDORA;2135;50;5000000.0;03;
62308167;BMX HOLDING PATRIMONIAL LTDA;2062;49;4000000.0;03;
62315183;RESIDENCIAL NOSSA SENHORA DA SAUDE LTDA;2062;49;3000000.0;03;
62319755;WASTECH SOLUCOES AMBIENTAIS SANTA CATARINA LTDA;2062;49;10000000.0;03;
62320941;ZFS FARM LTDA;2062;49;3647700.0;03;
62325280;ULTRAPAY SERVICOS FINANCEIROS LTDA;2062;49;5000000.0;03;
62331803;E GLL CAPITAL PARTICIPACOES LTDA;2062;49;2906722.07;03;
62332087;BEBIDAS CABURAI LTDA;2062;49;2500000.0;03;
62337021;HMM GESTAO DE PATRIMONIO E HOLDING LTDA;2062;49;2219737.0;03;
62337848;ATMAN ADMINISTRACAO, PARTICIPACAO E GESTAO PATRIMONIAL LTDA;2062;49;5200000.0;03;
62343344;ROMANI ADMINISTRADORA DE IMOVEIS PROPRIOS LTDA;2062;49;2200000.0;03;
62348811;ARESI & BENIN PARTICIPACOES LTDA;2062;49;10800000.0;03;
62348949;A.R.A.L. PARTICIPACOES LTDA;2062;49;5000000.0;03;
62355899;EMPREENDIMENTOS IMOBILIARIOS DMD LTDA;2062;49;2010000.0;03;
62356801;CORBA SOLUCOES INDUSTRIAIS LTDA;2062;49;4000000.0;03;
62358844;LANGNER, ZIGOSKI & CIA HOLDING LTDA;2062;49;8450000.0;03;
62359106;MARTINS EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;6500000.0;03;
62359458;CARBON MINING HOLDING LTDA;2062;49;5000000.0;03;
62359463;VALENTINA FAMILY GROUP LTDA;2062;49;7500000.0;03;
62361312;OPHIR GOLD MINERACAO & PARTICIPACOES LTDA;2062;49;4000000.0;03;
62365791;MASSANGANO EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;05;3000000.0;03;
62370271;ATLAS IMOBILIARIA E CONSTRUCAO LTDA;2062;49;3500000.0;03;
62371666;S & A PARTICIPACOES LTDA;2062;49;3555460.0;03;
62377069;TENG PARTICIPACOES SOCIETARIAS LTDA;2062;49;4000000.0;03;
62377495;CJLL NEGOCIOS IMOBILIARIOS LTDA;2062;49;2417000.0;03;
62380012;VK SOLUCOES EMPRESARIAIS & NEGOCIOS LTDA;2062;49;3210512.0;03;
62389105;VICTORY HOLDING PATRIMONIAL E PARTICIPACOES LTDA;2062;49;4291653.0;03;
62389713;RODANY LOCACAO DE BENS E IMOVEIS LTDA;2062;49;7180000.0;03;
62393914;BUFFULIN EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;2544711.0;03;
62399952;DOIS IRMAOS SOCIEDADE LTDA;2062;49;7460000.0;03;
62400095;POUSA DE UBATUBA ADMINISTRACAO DE IMOVEIS LTDA;2062;49;2342000.0;03;
62402570;ASS PATRIMONIAL LTDA;2062;49;2645000.0;03;
62402715;62.402.715 LTDA;2062;49;100000000.0;03;
62404990;WPECCI ADMINISTRACAO DE IMOVEIS LTDA;2062;49;4700000.0;03;
62405986;JNF ABBA ASSESSORIA LTDA;2062;49;2082000.0;03;
62408364;CASTELO ADMINISTRACAO E SERVICOS DE GARAGENS LTDA.;2062;49;5080447.0;03;
62415635;3RL HOLDING LTDA;2062;49;2600000.0;03;
62420241;ALDEIAS DO LAGO SPE LTDA;2062;49;2020000.0;03;
62420910;NOTRE GESTAO DE IMOVEIS LTDA;2062;49;2009367.0;03;
62424038;L&P SOLUCOES PATRIMONIAIS LTDA;2062;49;7270000.0;03;
62427677;SOLARIUM HOLDING EMPREENDIMENTOS LTDA;2062;49;2090000.0;03;
62433968;MADEFLOR CONSTRUTORA E INCORPORADORA LTDA;2062;49;2600000.0;03;
62434248;HOTEL G LTDA;2062;49;3500000.0;03;
62436176;MBA ADMINISTRACAO E PARTICIPACOES LTDA;2062;49;10000000.0;03;
62438429;XINGO EMBALAGENS LTDA;2062;49;4805700.0;03;
62440263;IDM DOMUS LTDA;2062;49;2500000.0;03;
62440780;PERALTA GESTAO PATRIMONIAL LTDA;2062;49;2020000.0;03;
62442095;LZ PARTICIPACOES LTDA;2062;05;2608064.0;03;
62444404;VIEIRA CHRISTO OLIVEIRA EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;2200000.0;03;
62449867;EJ EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;5650000.0;03;
62451012;ESTRELAS DA ALEGRIA PARTICIPACOES E EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;9051049.0;03;
62452227;SPE 2 - LPM & MAJOPLAN ADMINISTRADORA DE BENS E IMOVEIS LTDA;2062;05;3461537.0;03;
62453875;AGROPECUARIA AS CAPIBARA LTDA;2062;49;29206000.0;03;
62454998;NORD BLEU PARTICIPACOES LTDA;2062;49;2457790.0;03;
62458411;AGROPECUARIA NABEIRO LTDA;2062;49;2700000.0;03;
62458770;SIMBOLO INDUSTRIA E COMERCIO LTDA;2062;49;4500000.0;03;
62459570;WALLY PAY SERVICOS FINANCEIROS LTDA;2062;49;5000000.0;03;
62461320;DALI ENGENHARIA & CONSULTORIA LTDA;2062;49;5000000.0;03;
62463101;GESTAO IMOBILIARIA COUTO LTDA;2062;49;13358374.0;03;
62464528;SPE B&B - OBRA 01 INTERLAGOS INCORPORACAO E CONSTRUCAO LTDA;2062;49;3750000.0;03;
62466291;V2 LTDA;2062;49;2957715.0;03;
62469328;BELEM AGRO COMERCIO DE ALIMENTOS EM GERAL LTDA;2062;49;4800000.0;03;
62470672;SARUBBI ADMINISTRACAO DE BENS E SERVICOS LTDA;2062;49;2020000.0;03;
62472603;MADALOSSO PARTICIPACOES E GESTAO DE BENS LTDA;2062;49;2071427.0;03;
62474593;FAZENDAS REUNIDAS NOSSA SENHORA D'ABADIA LTDA.;2062;49;5559888.0;03;
62490102;PEDRO E EUGENIA EMPRESA DE PARTICIPACOES LTDA;2062;49;212242177.0;03;
62491108;KLA COMERCIO, IMPORTACAO E EXPORTACAO LTDA;2062;49;3200000.0;03;
62493628;VEVFE PARTICIPACOES LTDA;2062;49;2850000.0;03;
62494754;FAZENDA BINOTTI LTDA;2062;49;5400000.0;03;
62497070;MOB E SISTERS HOLDING GESTAO DE IMOVEIS, ALUGUEIS E PSICOLOGIA LTDA;2062;49;3567940.0;03;
62499041;GANDINI AGROPECUARIA LTDA;2062;49;3328502.0;03;
62500853;SECCHI INVESTIMENTOS LTDA;2062;49;4158000.0;03;
62503425;MELVITTA SPE LTDA;2062;49;2800000.0;03;
62511424;NSA INCORPORADORA E CONSTRUTORA LTDA;2062;49;2400000.0;03;
62512258;TALISMA MB SILVICULTURA LTDA;2062;49;10385000.0;03;
62523763;SP INCORPORADORA E CONSTRUCAO LTDA;2062;49;100000000.0;03;
62525389;EFRAIM GESTAO DE NEGOCIOS LTDA;2062;49;3166918.0;03;
62526369;PULSO EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;2281507.0;03;
62527053;TORRES E TRONCOSO IMOVEIS E LOCACOES LTDA;2062;49;4850000.0;03;
62528014;EFESO PARTICIPACOES LTDA;2062;05;68532908.0;03;
62537563;FRANCO AGUILAR HOLDING PATRIMONIAL LTDA;2062;49;2650000.0;03;
62542150;MARCON IMOBILIARIA LTDA;2062;49;4800000.0;03;
62545537;MTF SOLUCOES - HOLDING E EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;2508000.0;03;
62545914;AGROPECUARIA CRISTALINA DA SERRA LTDA;2062;05;2500000.0;03;
62548053;MARBELLA PARTICIPACOES LTDA;2062;49;2940000.0;03;
62549137;VALINOTE EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;2838886.32;03;
62551193;AGROPECUARIA H DEFANT AGRICOLA LTDA;2062;49;14538000.0;03;
62556624;KOTTELL COMPRA, VENDA E LOCACAO DE IMOVEIS PROPRIOS LTDA;2062;49;2542405.0;03;
62556695;RGP LOCACAO DE MAQUINARIO LTDA;2062;49;10000000.0;03;
62556732;RP CONSTRUCAO CIVIL LTDA;2062;49;10000000.0;03;
62558182;AMBROZIO EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;2189750.0;03;
62558446;COTRIAGRO AGROPECUARIA LTDA;2062;49;10323161.0;03;
62561399;LMP GESTAO E PARTICIPACOES LTDA;2062;49;2990000.0;03;
62563527;JPECCI ADMINISTRACAO DE IMOVEIS LTDA;2062;49;4400000.0;03;
62565114;CERBADIESEL PECAS E SERVICOS LTDA;2062;49;3000000.0;03;
62566758;DE CARLI & DORNELES ADMINISTRACAO E PARTICIPACOES LTDA;2062;49;2145650.0;03;
62566984;LASG CONSULTORIA DA INFORMACAO LTDA;2062;49;10000000.0;03;
62567163;LOTEAMENTO LUZIA CARDONE LEMOS SPE LTDA;2062;05;2857143.0;03;
62570030;N K M M PARTICIPACOES LTDA;2062;49;2815542.0;03;
62576495;J.J.C. EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;19056000.0;03;
62576755;VERDE IMPORTACAO E EXPORTACAO CO. LTDA;2062;49;10000000.0;03;
62578764;BARATELLA EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;2500000.0;03;
62580014;GERENTE ENGENHARIA E GERENCIAMENTO LTDA;2062;49;19668000.0;03;
62584003;SIRUS HOLDING LTDA;2062;49;2543540.0;03;
62588218;FORTALEZA AGROPECUARIA PATRIMONIAL LTDA;2062;49;10000000.0;03;
62592316;MAGNA COMERCIO DE BALANCAS LTDA.;2062;49;4000000.0;03;
62604490;ALECAR CONSTRUTORA E INCORPORADORA LTDA;2062;49;15000000.0;03;
62605061;BRASIL CAMINHAO PECAS COMERCIO LTDA;2062;49;2701429.0;03;
62605178;M&C PATRIMONIAL LTDA;2062;49;4883264.0;03;
62605624;ANSIAO ADMINISTRADORA DE BENS E IMOVEIS PROPRIOS LTDA;2062;49;3435000.0;03;
62607354;WORLD STEEL IMPORTACAO E EXPORTACAO LTDA;2062;49;2500000.0;03;
62607887;PRM IMOBILIARIA LTDA;2062;49;3663000.0;03;
62609126;FM HOLDING PATRIMONIAL LTDA;2062;49;4000000.0;03;
62609795;3ME EMPREENDIMENTOS E AGRONEGOCIOS LTDA;2062;05;2829000.0;03;
62610030;OLEYNIK EMPREENDIMENTOS LTDA;2062;49;2740000.0;03;
62612482;CONSTRUTORA WRA LTDA;2062;49;4400000.0;03;
62618352;FSP SERVICOS LTDA;2062;49;2800000.0;03;
62621428;PY2 PARTICIPACOES LTDA;2062;49;2372000.0;03;
62626357;TESLA LITHIUM BR LTDA;2062;49;5000000.0;03;
62626371;MEDICAL PARK EMPREENDIMENTOS SPE LTDA;2062;49;2130000.0;03;
62629637;AGROPECUARIA JLA LTDA;2062;49;2760000.0;03;
62630003;NAVARRO & MOJA HOLDING LTDA;2062;49;2760000.0;03;
62630695;CRS AGROFLORESTAL LTDA;2062;49;3500000.0;03;
62631904;CITYBENS FIGUEIREDO PARTICIPACOES LTDA;2062;49;2070052.0;03;
62632908;MENDES BRITTO GESTAO PATRIMONIAL LTDA;2062;49;2200000.0;03;
62634440;GLE PATRIMONIAL LTDA;2062;49;2800000.0;03;
62637972;AGRO SERRA FORTE LTDA;2062;49;4200000.0;03;
62639102;ASDBS PARTICIPACOES LTDA;2062;49;2609800.0;03;
62639379;5HM ADMINISTRADORA DE BENS LTDA;2062;49;2544500.0;03;
62640426;LEMV PARTICIPACOES LTDA;2062;05;4472116.35;03;
62645292;SOUSA & SOUSA EMPRENDIMENTOS LTDA;2062;49;2400000.0;03;
62646673;BELMONT ADMINISTRACAO PATRIMONIAL LTDA;2062;49;2052865.02;03;
62647479;CMG AGROPECUARIA LTDA;2062;49;10000000.0;03;
62649445;IM SECURITY LTDA;2062;49;2300000.0;03;
62650236;M.M. MARIAM HOLDING LTDA;2062;49;2413835.0;03;
62652657;NORTEPACK COMERCIO ATACADISTA DE EMBALAGENS LTDA;2062;49;2500000.0;03;
62657664;PAPACOSTA AGROPASTORIL LTDA;2062;49;21753412.0;03;
62657981;CARMEL AIR LOCACAO LTDA;2062;05;6000000.0;03;
62658850;FORNACHARI NEGOCIOS IMOBILIARIOS LTDA;2062;49;2200000.0;03;
62658931;CM DIAS ALVAREZ IMOVEIS LTDA;2062;49;3000000.0;03;
62668279;62.668.279 LTDA;2062;49;2400000.0;03;
62671232;FREISSON PROPERTIES LTDA;2062;49;6800000.0;03;
62671541;R.S. ADMINISTRADORA LTDA;2062;49;5385473.61;03;
62678385;IDM ADMINISTRADORA DE BENS LTDA;2062;49;2100000.0;03;
62680754;ACM PARTICIPACOES LTDA;2062;49;3168750.0;03;
62686182;HOLDING CAMPREGHER ADMINISTRACAO DE BENS LTDA;2062;49;2297090.0;03;
62686748;ZM PAVIMENTACAO ASFALTICA LTDA;2062;49;3000000.0;03;
62689332;PEDRA DE CANTO INVESTIMENTOS LTDA;2062;05;2180000.0;03;
62693638;JG GROUP CONSTRUTORA, INCORPORADORA E EMPREENDIMENTOS LTDA;2062;49;4500000.0;03;
62695665;SAVIGNON NEGOCIOS IMOBILIARIOS LTDA;2062;49;2800420.7;03;
62695789;FERJAN EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;3700000.0;03;
62699185;PAULISTA HOLDING E PARTICIPACOES LTDA;2062;49;2071000.0;03;
62702200;PATRIMA IMOVEIS LTDA;2062;49;5000000.0;03;
62718817;BERTE PARTICIPACOES LTDA;2062;49;3150000.0;03;
62719586;SILVA ENGENARIA CONSTRUCOES E INCORPORACOES BSB LTDA;2062;49;5000000.0;03;
62723562;EGX ADMINISTRACAO DE BENS PROPRIOS LTDA;2062;49;2200000.0;03;
62724147;MDM HOLDING LTDA;2062;49;15000000.0;03;
62729410;AGROPECUARIA BORGHETTI LTDA;2062;49;14293230.0;03;
62735565;ASTROS PROPRIEDADES LTDA;2062;49;2120000.0;03;
62736574;VIDROESTE VIDROS TEMPERADOS LTDA;2062;49;4000000.0;03;
62737852;PIOVEZAN & FABRIS HOLDING LTDA;2062;49;3855848.0;03;
62739000;ATVA BUSINESS HOLDING LTDA;2062;49;4531632.66;03;
62740218;CASTRO COSTA INVESTIMENTOS LTDA;2062;49;6000000.0;03;
62740826;MISAKI E PERFEITO LTDA;2062;49;6599183.47;03;
62744966;BARREIRA GRANDE SALGADOS E PRODUTOS PARA PANIFICACAO LTDA;2062;49;3500000.0;03;
62747607;AGROPECUARIA PAU FURADO LTDA;2062;49;17200000.0;03;
62752079;62.752.079 LTDA;2062;49;5000000.0;03;
62753252;DEZOITO PARTICIPACOES LTDA;2062;49;5150000.0;03;
62756842;TESTA SANTOS EMPREENDIMENTOS LTDA;2062;49;3020000.0;03;
62760142;FNL HOLDING LTDA;2062;49;3657542.0;03;
62762069;BCR ADMINISTRACAO DE IMOVEIS LTDA;2062;49;5000000.0;03;
62762261;CROCE ADMINISTRACAO DE BENS PROPRIOS LTDA;2062;05;3300000.0;03;
62767687;CADORIN HOLDING PARTICIPACAO LTDA;2062;49;2700000.0;03;
62769795;IJML PARTICIPACOES E ADMINISTRACAO LTDA;2062;49;5000000.0;03;
62770406;QUASAR FINANCE INSTITUICAO DE PAGAMENTO LTDA;2062;49;5000000.0;03;
62771048;MOUBRA EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;3786011.0;03;
62777281;BABOO CONSULTORIA EM TECNOLOGIA LTDA;2062;49;4016872.0;03;
62778727;AN3 METAL GROUP PARTICIPACOES LTDA;2062;49;19125420.0;03;
62782657;AGROVAZ AGROPECUARIA LTDA;2062;49;12502400.0;03;
62783264;ADOM HOLDING LTDA;2062;49;3000000.0;03;
62783929;AURORA PARTICIPACOES E INVESTIMENTOS IMOBILIARIOS LTDA;2062;49;7500000.0;03;
62789441;ACIME PARTICIPACOES E INVESTIMENTOS LTDA;2062;49;2800000.0;03;
62790389;ALFS HOLDING LTDA;2062;49;2500000.0;03;
62791726;M3 INCORPORACAO IMOBILIARIA LTDA;2062;49;2500000.0;03;
62792393;YAZDO ADMINISTRACAO EMPRESARIAL LTDA;2062;49;6452884.0;03;
62799086;AGROPECUARIA KITAYAMA LTDA;2062;49;10039215.0;03;
62800113;SML AGRICOLA LTDA;2062;49;4753564.0;03;
62800839;GIGA PRO HOUSE ACADEMIA LTDA;2062;49;2500000.0;03;
62801799;OSSIRIS ALBERTO PAGLIARI E CIA LTDA;2062;49;4751000.0;03;
62802454;AMORIM & BARBOSA EMPREENDIMENTOS LTDA;2062;49;2618350.0;03;
62809358;FGM PATRIMONIAL HOLDING LTDA;2062;49;2225588.37;03;
62824900;CASTELLU INCORPORADORA E CONSTRUTORA LTDA;2062;05;3000000.0;03;
62825528;ZENITE EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;2152300.0;03;
62831999;NEXXA ADMINISTRADORA DE BENS LTDA;2062;49;2400000.0;03;
62832689;T&ES LEGACY HOLDING LTDA;2062;49;4925660.0;03;
62834272;PEIXOTO PATRIMONIAL LTDA;2062;49;2510000.0;03;
62834949;MOSQUETTI PAPINI ATIVOS LTDA;2062;49;3400000.0;03;
62835290;IMPERIAL COMERCIO DE GRAOS E TRANSPORTES LTDA;2062;49;2600000.0;03;
62836268;CERAMICA RONDONIA DOIS LTDA;2062;49;8000000.0;03;
62844283;DAMBROSO EMPREENDIMENTOS IMOBILIARIOS LTDA;2062;49;2990000.0;03;
62844311;ANA LUIZA WAWELBERG LTDA;2062;49;3226000.0;03;
62846301;R C LOUSADA DE SOUZA SERVICOS ADMINISTRATIVOS LTDA;2062;49;3000000.0;03;
62853055;TK ARMAZENAGEM LTDA;2062;49;4400000.0;03;
62853865;ANDREASSI EMPREENDIMENTOS E PARTICIPACOES LTDA;2062;49;11110000.0;03;
62857650;AZZURRA CHARTER LTDA;2062;49;2200000.0;03;
62859373;SEPTEM MERCANTIL E FACTORING LTDA;2062;49;2500000.0;03;
62862779;AMP HOLDING LTDA;2062;49;4500000.0;03;
62864460;LLR MACHADO HOLDING LTDA;2062;49;8280000.0;03;
62865987;RT EMPREENDIMENTOS SPE LTDA;2062;05;3500000.0;03;
62866453;MORIAH SOCIEDADE LTDA;2062;49;4650000.0;03;
62870204;ADAMI ASSESSORIA LTDA;2062;49;3637920.0;03;
62872286;TJV - EMPREENDIMENTOS & CIA LTDA.;2240;49;4000000.0;03;
62875959;COMERCIAL LUX ELETRO LTDA;2062;49;8000000.0;03;
62876974;FSEN FORNECEDORA DE SERVICOS DE ENGENHARIA LTDA;2062;49;2200000.0;03;
62877724;AP ADMINISTRADORA E PRESTADORA DE SERVICOS LTDA;2062;49;17000000.0;03;
62877915;IPAUCU PARTICIPACOES E COMERCIO LTDA;2062;49;2860000.0;03;
62879152;AGROPECUARIA IRMAS FERRO LTDA;2062;49;5600000.0;03;
62879739;TRAMA - VILLON INDUSTRIA E COMERCIO DE CONFECCOES LTDA;2062;49;5000000.0;03;
62880824;ELLAS TEIXEIRA ADMINISTRADORA DE BENS LTDA;2062;49;10200000.0;03;
62880918;EAGLE EMPREENDIMENTO IMOBILIARIOS LTDA;2062;05;12000000.0;03;
